ID,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
22814,1104,4,3,Urban,1995,142618.6730693262
22815,1337,5,1,Suburb,1955,107837.105654763
22816,1037,4,1,Suburb,1978,59847.98218374833
22817,1001,3,3,Rural,1998,151917.35363762768
22818,2403,4,3,Urban,1968,217479.4772311551
22819,1237,5,3,Suburb,1965,46401.07175573871
22820,2874,4,2,Rural,2002,329347.6643454967
22821,1053,2,3,Urban,1959,137676.69189684725
22822,2997,2,1,Urban,1956,415257.30656917545
22823,2927,5,1,Rural,1987,386003.3927610296
22824,1705,4,1,Urban,1964,212465.53911299925
22825,2996,3,2,Urban,1995,240940.56862298705
22826,1823,4,2,Rural,1981,250261.64373368304
22827,2970,3,3,Suburb,1952,372937.2336927347
22828,1732,2,3,Urban,1961,206406.5581682394
22829,2001,5,3,Rural,1983,218534.64154784105
22830,1536,3,2,Suburb,2003,103072.92456785854
22831,2892,2,1,Rural,1989,294449.80392592924
22832,1555,5,3,Suburb,1995,177150.06522361774
22833,2208,3,3,Rural,2003,202186.151939807
22834,2478,4,3,Suburb,1976,307425.2553740453
22835,1935,5,3,Suburb,1961,251417.3157181545
22836,2376,3,3,Rural,1997,252083.32123643096
22837,2515,5,2,Suburb,2021,311833.1733284789
22838,1782,2,3,Urban,1983,215317.4987574203
22839,2184,2,2,Urban,2013,252542.09886912967
22840,2958,5,1,Rural,1988,314293.04220245307
22841,2045,4,2,Rural,2000,310279.93241889
22842,2474,2,2,Urban,1962,257397.76788370844
22843,2168,2,3,Suburb,1986,361709.9899165775
22844,2115,4,3,Rural,1968,342494.78955302207
22845,2953,3,2,Rural,2018,382578.0887761501
22846,2931,5,2,Rural,1978,341452.69239199744
22847,1655,5,2,Urban,1982,272385.6212569871
22848,2551,2,2,Rural,1978,337421.5760457616
22849,2846,2,2,Rural,1957,298993.2295356076
22850,1006,2,1,Urban,1989,103853.48818985689
22851,2509,3,3,Urban,1981,233920.02803063777
22852,2793,4,1,Urban,1957,376855.8785110887
22853,2280,3,2,Urban,1998,267114.313457101
22854,1687,5,2,Suburb,1999,136244.5642470011
22855,2767,3,1,Urban,1987,248533.96128631785
22856,1422,2,3,Urban,2011,242729.3882505864
22857,1538,2,2,Rural,1963,125298.03687596606
22858,2569,4,1,Rural,1968,202712.51837448915
22859,2736,5,3,Rural,1964,329460.4896487166
22860,1501,4,2,Rural,2002,191706.25106540928
22861,1112,5,3,Suburb,1999,157238.91238437663
22862,2927,4,2,Rural,2002,309486.5367055743
22863,1472,2,1,Urban,2002,144311.50108734006
22864,2829,4,2,Rural,1995,365362.9095479802
22865,2535,2,2,Rural,1997,353049.8729198711
22866,2397,5,3,Urban,2008,318524.6890863698
22867,1479,4,1,Urban,1998,166034.02554934626
22868,2855,4,2,Rural,1955,338394.0370113648
22869,1388,5,2,Suburb,1958,101036.47604517672
22870,2066,3,1,Rural,2015,282657.5673214026
22871,1313,3,3,Rural,2008,146448.3916822104
22872,1625,2,1,Suburb,2006,226697.50242872373
22873,1334,5,1,Suburb,2019,112788.72128506184
22874,1018,4,2,Rural,1995,117242.67922194207
22875,1545,5,1,Suburb,1957,122022.8218173407
22876,2777,4,2,Suburb,1979,303224.1608506805
22877,2510,2,2,Urban,2009,239555.71048596207
22878,1259,5,1,Urban,2000,92482.39797978455
22879,2850,4,1,Suburb,1994,251504.91606546508
22880,1347,2,2,Urban,1959,184015.9793307249
22881,1592,3,2,Urban,2005,161819.03196098618
22882,2847,3,1,Urban,1974,356922.1792545816
22883,2693,5,1,Urban,1966,255198.02354195545
22884,1594,3,1,Suburb,1980,250862.5067928119
22885,2264,3,2,Rural,1953,267874.6044793837
22886,2580,4,1,Urban,1954,300508.07056536054
22887,1438,5,3,Rural,1954,245351.9606000677
22888,2108,3,2,Suburb,1994,232560.9298087757
22889,1074,3,2,Urban,1963,149952.3900003126
22890,2274,3,3,Rural,1984,155210.79535964903
22891,2320,2,2,Rural,2009,308038.173281698
22892,1654,2,1,Rural,1966,65149.985134504765
22893,2294,3,1,Suburb,1951,240484.286797045
22894,2775,5,2,Suburb,1962,329283.91497519653
22895,2519,5,1,Rural,2008,198623.32125845505
22896,1997,4,2,Rural,1981,262963.95370192913
22897,1184,2,1,Suburb,1953,217887.67553319497
22898,1842,4,2,Suburb,1959,244009.5430371628
22899,2545,3,1,Rural,2005,241743.95457509623
22900,1223,2,1,Urban,1997,121133.2848494148
22901,1523,4,1,Rural,2008,135308.45695597457
22902,2806,3,3,Suburb,1962,366494.48060208897
22903,2961,5,3,Urban,1950,356475.92504672153
22904,2950,2,2,Suburb,1975,358289.14274085173
22905,1863,2,3,Suburb,1998,233463.69505888812
22906,1862,5,3,Urban,1968,279325.7615710802
22907,1945,4,3,Rural,1957,349159.3295385224
22908,2294,5,2,Rural,2003,263562.1906337902
22909,1885,5,3,Suburb,2006,196620.2683573117
22910,2222,4,2,Suburb,2018,255906.70868753263
22911,1557,4,3,Urban,2012,168836.39327409945
22912,1284,4,2,Suburb,2013,208117.6005766124
22913,2792,5,3,Rural,1971,293720.955192339
22914,2049,4,2,Rural,1965,287449.7691594933
22915,1245,4,1,Suburb,1998,133349.67608390082
22916,2627,5,2,Suburb,2000,280190.7131593965
22917,1206,5,3,Rural,1951,174992.6292802512
22918,1148,2,3,Rural,1990,197925.47898080735
22919,1777,3,1,Suburb,1979,128188.58243377712
22920,2397,5,2,Urban,1951,196539.3328389167
22921,2169,2,1,Rural,1988,222997.8646947844
22922,1072,3,3,Rural,2007,149497.502768052
22923,1970,5,3,Suburb,2016,240967.27933588056
22924,2206,5,3,Rural,1973,338611.35824966105
22925,1800,5,2,Urban,1965,140350.9741415623
22926,1128,4,2,Urban,1972,89272.16590352645
22927,2349,2,2,Rural,1971,243218.58806088727
22928,1842,2,2,Rural,1987,169699.08392283635
22929,2775,4,3,Rural,2000,300479.4506091908
22930,2681,5,1,Urban,1952,291819.64177781326
22931,2309,2,2,Rural,2020,373197.7497923511
22932,1699,2,2,Suburb,1995,253986.4136787017
22933,2540,2,1,Urban,1955,293639.5212157373
22934,2578,3,2,Rural,1992,228779.20326306872
22935,1889,2,1,Urban,1989,112325.19109675364
22936,2053,2,3,Suburb,1959,229152.1255093032
22937,1662,5,2,Urban,2007,197514.99576065157
22938,1342,4,1,Rural,1994,129912.42258830208
22939,1867,2,1,Rural,1976,221183.55423630463
22940,1991,3,3,Urban,2006,274119.6392242726
22941,1403,5,2,Suburb,1975,222402.6130220804
22942,2768,5,2,Suburb,2003,295146.52389347035
22943,1147,4,3,Rural,2009,218397.294658857
22944,2136,2,3,Suburb,1957,296945.05009497824
22945,2574,4,2,Rural,2018,346205.768244373
22946,1515,4,3,Urban,2015,163118.4656562403
22947,1740,4,1,Rural,1951,57766.31581620299
22948,1311,5,2,Rural,1958,98423.00029194725
22949,1412,4,3,Urban,1997,196669.3253711699
22950,2826,3,3,Urban,2019,345313.2446962545
22951,2884,4,2,Suburb,2003,224241.12932597805
22952,1354,3,1,Suburb,2020,263734.1726403274
22953,1543,3,3,Rural,1984,199217.91206439375
22954,2072,2,2,Rural,2020,203080.3151452696
22955,2768,2,2,Suburb,1963,286093.0411832885
22956,2121,2,3,Urban,1952,225049.1250284245
22957,2842,5,3,Urban,2003,359643.8637657335
22958,1752,3,2,Rural,1992,188967.41639704412
22959,2515,2,1,Suburb,2021,294759.03296567855
22960,1817,5,1,Rural,1993,195872.25951899856
22961,2564,5,3,Rural,1958,324930.1104735462
22962,1757,4,3,Rural,2014,149201.2429148279
22963,1357,3,1,Urban,2018,131202.53601781305
22964,2340,5,2,Urban,1978,204292.84701925903
22965,1326,2,3,Suburb,1966,72576.6464745777
22966,2330,3,3,Urban,1958,281523.15269671544
22967,1296,2,3,Urban,1976,67724.21997717644
22968,2847,4,1,Urban,1953,240061.81052424412
22969,1570,4,2,Suburb,2010,112645.23923207322
22970,1714,2,2,Suburb,2003,149639.9975706782
22971,1096,2,1,Suburb,1957,68235.20410240984
22972,1834,2,3,Urban,1955,235987.1362454492
22973,1132,4,3,Rural,1958,111065.77348692335
22974,1917,2,1,Urban,1950,195644.30304234207
22975,1616,5,1,Suburb,2008,191655.72772735084
22976,2714,3,2,Suburb,2002,317897.9388236461
22977,1500,2,1,Urban,1996,198795.66441070923
22978,1519,2,3,Rural,1991,112585.45941587289
22979,1003,4,1,Suburb,1996,124530.12348442827
22980,1918,4,2,Suburb,1994,226974.74448103496
22981,1870,3,3,Rural,1959,169563.4199069008
22982,2680,2,1,Rural,1986,343934.2086506598
22983,2817,4,1,Suburb,1980,328508.5326793502
22984,2066,3,2,Rural,1960,174780.64938251293
22985,2231,2,2,Rural,1982,244536.70514190037
22986,1522,2,2,Rural,1963,172171.13981159902
22987,1757,5,1,Suburb,1991,222989.85509728445
22988,2136,2,1,Urban,1977,211865.19547225052
22989,2566,2,2,Rural,1990,214577.77018380896
22990,1767,4,3,Rural,1961,221565.32003056307
22991,2816,3,2,Urban,1997,320348.0687090176
22992,2774,4,2,Rural,1977,230241.68921034396
22993,1393,5,3,Urban,1993,245780.361660876
22994,1658,5,2,Rural,2008,196072.61270956657
22995,1335,3,1,Suburb,1964,141170.1487278593
22996,2016,3,2,Urban,1992,227553.04602450976
22997,1576,4,2,Suburb,2004,145656.0371493761
22998,1090,3,2,Rural,1991,99013.1236833702
22999,2718,4,2,Urban,1988,201462.16294625695
23000,2254,4,3,Rural,2002,297094.73837928264
23001,1057,2,3,Suburb,1957,83791.63714136102
23002,1720,5,3,Suburb,2005,236732.29827906488
23003,2991,2,2,Suburb,1972,288427.1330190454
23004,1269,5,3,Suburb,1991,162749.0789998343
23005,1156,3,3,Rural,2002,160003.97740971387
23006,1055,2,2,Rural,2002,115941.35969274942
23007,1247,5,3,Suburb,1977,132267.5587638083
23008,1107,3,2,Urban,1988,170108.07701786046
23009,2725,2,2,Urban,2019,353011.20832087845
23010,2470,4,1,Suburb,1951,239854.08492346463
23011,1794,4,1,Rural,1980,166892.84292108545
23012,2239,4,1,Rural,2000,339812.6737292112
23013,1871,3,3,Urban,2012,193623.9380847358
23014,2486,2,3,Rural,2013,289144.0277875099
23015,2084,3,1,Suburb,1958,328965.63944578695
23016,1608,3,1,Suburb,2008,211001.34052296667
23017,1456,5,2,Suburb,1972,146129.51738310236
23018,1279,5,3,Suburb,1958,137126.82976955926
23019,1138,3,1,Suburb,1960,207335.2694973953
23020,2968,4,1,Rural,2001,251600.85424040933
23021,1764,5,1,Rural,1957,261680.28502528623
23022,2268,5,2,Rural,1967,303857.4058435156
23023,1783,2,3,Rural,2020,285859.5889742598
23024,2574,2,2,Rural,1977,343427.60216115805
23025,1274,5,2,Rural,1977,48262.35488157641
23026,2293,5,1,Rural,2000,266043.1966649844
23027,2365,3,2,Suburb,1973,311194.07073855744
23028,2950,2,1,Rural,1959,371114.7341739869
23029,1374,5,2,Rural,1963,249122.51930078093
23030,1909,3,1,Urban,1996,182986.8430765983
23031,1907,3,3,Suburb,1984,258638.7897520948
23032,1977,3,2,Urban,1979,284245.94156282244
23033,1701,5,2,Suburb,1981,242601.8639673828
23034,1853,5,1,Rural,2015,181219.3434698985
23035,1935,4,3,Urban,2010,146276.72060642135
23036,1393,5,3,Suburb,1985,136056.23799801504
23037,1518,5,2,Suburb,2008,151929.45400776324
23038,2127,5,3,Rural,1996,194712.8824936494
23039,1445,4,1,Suburb,1950,145709.8680657792
23040,2947,3,3,Urban,2000,354385.2846605918
23041,1201,2,1,Rural,1999,171661.80029056384
23042,1191,3,3,Rural,1999,119745.20172112252
23043,2987,3,2,Suburb,1983,333517.876505995
23044,2868,5,1,Urban,1956,289399.78525460145
23045,2226,4,3,Urban,1973,269685.1558734208
23046,2841,5,1,Suburb,1970,266187.5969681644
23047,1729,5,3,Suburb,1988,199508.6817358317
23048,2280,2,2,Urban,1990,292181.941938889
23049,1069,2,1,Urban,1978,90059.1859666036
23050,1615,2,1,Rural,2013,79845.29928761235
23051,2342,3,1,Urban,1964,258814.52783633003
23052,1537,4,3,Urban,1997,305358.48740080395
23053,1112,4,2,Urban,1996,162700.39292427336
23054,1185,2,1,Urban,1998,118929.21002639303
23055,2192,4,2,Suburb,2011,201403.38946548387
23056,2691,4,1,Urban,1987,379704.3351576718
23057,2236,2,2,Urban,2019,159456.7395979265
23058,1433,5,2,Rural,1974,136149.34699304882
23059,1147,4,2,Urban,1956,186262.05314437303
23060,1362,5,3,Suburb,1990,270541.9678555375
23061,2262,4,1,Suburb,2006,244215.91496888423
23062,2474,4,1,Urban,2012,377456.29311292944
23063,2981,5,1,Rural,1994,372208.3986918816
23064,2676,2,3,Rural,1992,263798.7685736815
23065,1984,3,2,Urban,1964,273846.33896394534
23066,1732,2,2,Urban,1973,217062.8614052874
23067,1738,3,3,Suburb,1956,207197.9272513278
23068,1084,5,1,Urban,1976,108112.28134754115
23069,2924,2,2,Urban,1968,308100.1249876965
23070,2720,2,1,Urban,2013,291372.44094130886
23071,1552,2,1,Suburb,1976,61705.60004469179
23072,1722,3,3,Rural,1989,339718.5701337136
23073,1105,3,2,Urban,1985,51172.2795379657
23074,1635,3,3,Suburb,1960,249697.6269713636
23075,2042,4,1,Suburb,2021,250839.3686524364
23076,1134,5,1,Suburb,1992,187106.3865610262
23077,1757,3,1,Rural,1960,194963.441806136
23078,2415,3,3,Urban,1991,276159.3472465374
23079,1397,2,1,Suburb,1979,129075.79747624464
23080,2423,3,1,Urban,2015,243828.3053101377
23081,2057,3,2,Urban,2019,243454.87568436775
23082,2809,3,3,Rural,1993,277054.0774234842
23083,1627,5,3,Rural,2016,227498.47110598988
23084,2329,4,2,Suburb,1975,188548.58981954656
23085,2559,2,1,Rural,1971,346654.7689655657
23086,2495,5,1,Urban,2013,302355.72989026963
23087,2862,5,3,Rural,2014,356840.1936742628
23088,1496,5,3,Suburb,1959,216839.05701459147
23089,1728,5,1,Rural,2005,292976.48490333726
23090,2692,2,2,Urban,1950,306962.0226867786
23091,2148,5,2,Suburb,1953,333743.3894478179
23092,1962,2,3,Rural,2012,219683.33393438437
23093,1038,3,1,Suburb,2019,238097.8611026192
23094,2180,3,2,Rural,2015,254499.03174983477
23095,2412,2,2,Suburb,1973,186217.1280526027
23096,1398,4,2,Urban,2006,154409.10641245692
23097,2468,3,3,Suburb,1965,244187.34889164168
23098,2559,5,2,Suburb,2000,332855.22823793546
23099,2994,4,2,Urban,1975,439670.9471994041
23100,2335,5,1,Rural,2011,211615.2620242128
23101,1207,5,1,Rural,1983,76960.49160816823
23102,1983,5,3,Urban,2020,308516.22359244584
23103,1757,5,2,Rural,1984,166277.92741543564
23104,1377,5,3,Suburb,1970,196136.30257388667
23105,2911,2,3,Rural,1987,339136.52134181786
23106,2839,2,2,Urban,1964,327154.77776446013
23107,1167,2,3,Rural,1979,118869.80472629252
23108,2673,3,1,Urban,1964,345088.0907791101
23109,1313,5,2,Rural,2011,262434.5217293376
23110,1179,5,3,Urban,1950,173082.13568181294
23111,1403,5,1,Urban,1996,90090.0217769309
23112,2177,2,2,Rural,1990,261660.67815771064
23113,1777,4,2,Urban,1983,192286.6078596628
23114,1970,5,2,Rural,2003,216314.5088577849
23115,1164,2,3,Rural,1976,135824.573042168
23116,1942,2,3,Urban,2003,173929.03979724107
23117,2070,4,2,Rural,2016,217660.24441716945
23118,1857,3,1,Suburb,1974,199835.67488503573
23119,1412,5,3,Rural,2007,164882.88136309202
23120,2760,2,2,Suburb,1953,328138.7923097257
23121,2239,5,3,Urban,1988,155708.87984956044
23122,1492,3,1,Suburb,2019,53360.86540604882
23123,2990,5,2,Rural,1996,237586.9746298446
23124,2662,5,1,Suburb,1951,313329.2565733566
23125,1685,3,1,Rural,1977,151093.68166660043
23126,2916,2,1,Urban,1983,380323.73364705534
23127,1894,4,2,Suburb,1984,143513.61164750817
23128,1246,5,2,Urban,1995,138823.16321744182
23129,1440,2,3,Urban,1961,225947.25858144244
23130,2680,5,3,Rural,1992,260600.8532655456
23131,1040,3,2,Rural,2014,98933.439065306
23132,2537,2,3,Suburb,2002,178507.80767488154
23133,2387,5,2,Suburb,2021,341480.9754669842
23134,1252,2,1,Urban,1993,127932.75677961828
23135,2806,4,3,Rural,1980,271564.3595986753
23136,2610,2,3,Suburb,1988,263875.29041618947
23137,2290,5,2,Suburb,2012,313523.1402342989
23138,2710,2,3,Rural,2006,290412.8865606449
23139,2447,3,1,Suburb,1960,313096.3222824819
23140,1033,5,1,Urban,1979,257937.67034904443
23141,2144,5,2,Rural,1996,165151.42378199665
23142,2071,3,2,Urban,1997,239441.41383322925
23143,1048,4,1,Suburb,1994,167477.15798209034
23144,1816,3,1,Rural,2011,164657.21073284186
23145,1882,4,3,Rural,1954,299641.0910296688
23146,2484,5,1,Urban,1970,299688.7041478089
23147,1365,3,3,Urban,1987,69104.28912118234
23148,2394,3,2,Urban,2019,250867.03809522977
23149,1691,5,1,Rural,1999,212655.98326856823
23150,2931,2,1,Suburb,1979,292173.14804464986
23151,2304,4,3,Rural,1970,268888.7587545983
23152,2817,4,1,Suburb,1961,286460.8965681398
23153,2602,4,2,Suburb,1965,340782.89105913654
23154,2391,3,2,Urban,1996,217030.6179451353
23155,2054,4,1,Suburb,1956,220144.67951757024
23156,1955,5,1,Rural,1964,182489.6254962234
23157,2627,5,3,Suburb,1993,324809.8640163584
23158,2709,4,3,Urban,1970,296757.9203438376
23159,2181,4,3,Rural,1982,271510.2525655396
23160,2891,5,1,Rural,2005,239120.14702712308
23161,2996,4,3,Rural,1985,310757.63505849487
23162,1029,3,2,Urban,1988,97619.54126584069
23163,2906,4,1,Suburb,1983,307426.13760987023
23164,1989,2,1,Urban,2010,255995.08527829303
23165,2373,3,2,Suburb,1967,135545.37884159276
23166,1015,5,1,Suburb,1952,125784.24462312394
23167,1390,4,1,Suburb,1984,149127.6007873957
23168,1443,3,1,Urban,1956,189660.72158846684
23169,1039,5,2,Rural,1987,18659.476781287856
23170,2724,5,2,Suburb,2009,302831.8750032007
23171,2944,5,1,Urban,1953,352112.00539889367
23172,2413,5,1,Suburb,1954,238674.28738308055
23173,2169,4,3,Urban,1978,171292.45754605182
23174,2815,4,1,Rural,1971,328896.3432899526
23175,1280,2,3,Suburb,1966,153507.89666560254
23176,1827,3,2,Urban,1983,206212.79258609767
23177,1714,4,2,Suburb,1970,177141.24667306695
23178,1451,5,3,Suburb,2002,208773.54897794957
23179,1992,4,3,Urban,1955,232420.9241196928
23180,2945,3,3,Suburb,1956,292304.274414676
23181,1960,5,3,Rural,1991,174653.95716644725
23182,1037,3,3,Suburb,1959,107155.30020372012
23183,1455,3,3,Suburb,1964,148843.80127801292
23184,2484,4,1,Suburb,1952,246342.17894528623
23185,2462,3,3,Suburb,1981,267543.2923558788
23186,1249,2,1,Rural,1985,149178.9601820134
23187,2370,3,1,Rural,1965,251037.69941351085
23188,2516,4,3,Urban,1989,316204.2284930689
23189,2994,3,3,Urban,1982,343226.2449942318
23190,1209,5,2,Rural,2019,101848.74911341304
23191,2679,4,2,Rural,1973,271131.6959591951
23192,2589,3,1,Urban,1952,337591.15577919123
23193,1663,5,2,Rural,1981,155869.6340025458
23194,1062,3,1,Urban,2004,131130.95330971625
23195,2855,5,3,Rural,1950,282494.76216586813
23196,1436,2,3,Suburb,1985,132559.7502798809
23197,1348,3,2,Rural,1963,145339.4685758138
23198,1910,4,3,Urban,1996,213173.11683972584
23199,1431,2,2,Rural,1975,265132.05034731014
23200,2238,3,3,Suburb,2015,277081.7871105143
23201,1025,2,1,Suburb,1982,77465.45584447976
23202,1341,2,1,Urban,1950,134402.26568363773
23203,2921,3,3,Rural,2016,304254.619381937
23204,1327,3,1,Rural,1952,94955.56338612626
23205,1207,2,1,Urban,1977,94049.309468589
23206,2505,2,2,Rural,1992,255073.72419060877
23207,1108,2,3,Urban,1964,151950.69517085692
23208,1202,2,2,Urban,1957,125129.84566368384
23209,1928,4,3,Urban,1998,205244.1572013623
23210,1942,2,3,Urban,2010,270903.1281446758
23211,1967,4,1,Urban,2010,253337.0128830833
23212,2776,5,1,Rural,1983,268138.84006286727
23213,2402,2,3,Suburb,1980,279109.3726811135
23214,1677,2,2,Urban,1963,207115.4229692874
23215,2422,2,2,Urban,1967,312516.0332084277
23216,1717,4,2,Urban,1970,159625.83462020464
23217,1151,3,2,Suburb,1968,134670.49542562896
23218,2007,5,2,Suburb,1980,302156.4373870679
23219,1326,3,1,Rural,2018,125604.3566690294
23220,1600,3,2,Urban,1971,253520.67419607664
23221,1092,2,3,Suburb,2015,242721.91450341925
23222,1973,3,3,Rural,1984,156488.2867461927
23223,2893,3,2,Rural,2014,252162.31431147963
23224,1210,5,1,Rural,2003,148006.03153437606
23225,2094,5,1,Urban,1952,193148.6816803294
23226,1610,4,3,Suburb,2010,126351.27774958104
23227,1927,3,1,Urban,2012,254584.46819655076
23228,1272,4,3,Rural,2019,133054.80512794654
23229,1493,2,1,Urban,1967,90880.73931011224
23230,2269,2,2,Suburb,1958,190919.0586348043
23231,2153,5,2,Suburb,1950,164942.0436092561
23232,1618,3,3,Urban,1987,189994.6139363917
23233,1345,5,3,Suburb,1957,166780.39344250428
23234,2836,5,1,Urban,1988,361078.80224020965
23235,1163,3,3,Rural,2011,149155.71282479676
23236,2017,5,2,Suburb,1958,280836.71682759863
23237,2912,2,1,Rural,1982,358113.7252033876
23238,1202,2,2,Urban,2013,133821.87429488794
23239,1423,2,3,Rural,2016,146359.65173238804
23240,1930,2,3,Urban,1975,285773.85462026787
23241,1853,3,3,Urban,1970,215593.5650949524
23242,1127,3,2,Urban,1952,112345.03208958427
23243,2842,3,3,Urban,1991,245443.12933105588
23244,1653,3,2,Rural,1974,234976.9644121857
23245,2543,4,3,Urban,2014,343312.0097453218
23246,1741,5,1,Rural,1985,121489.97417167414
23247,1116,3,1,Urban,1989,181324.5558288169
23248,1817,5,2,Rural,1967,138366.57764438618
23249,2940,5,2,Suburb,1961,250084.49175905733
23250,1045,4,2,Suburb,1977,74150.80804592153
23251,1325,3,3,Rural,2021,158641.79254132803
23252,2579,5,3,Urban,1955,295625.1346682316
23253,2339,4,3,Suburb,2020,307736.6338815398
23254,2093,2,3,Urban,1979,217735.9928483399
23255,1883,3,3,Suburb,1988,232055.34956131552
23256,2606,2,1,Rural,2011,267372.8443201157
23257,1438,3,3,Urban,1996,114653.48585556891
23258,1122,4,3,Rural,1999,208125.93239255
23259,1000,5,3,Rural,2000,72076.31198067534
23260,1210,2,1,Urban,2018,127337.5259988537
23261,1373,5,1,Suburb,1991,156503.7870013215
23262,1127,4,1,Suburb,1977,123949.85068420056
23263,1846,2,1,Suburb,1993,214461.9890027372
23264,1010,3,1,Urban,1981,161993.82959148896
23265,2135,2,2,Urban,2015,221550.3363869274
23266,1967,5,2,Rural,1958,215267.9892671625
23267,2011,4,1,Rural,1977,85429.88728401856
23268,1404,4,3,Suburb,1997,161475.22042307985
23269,2308,2,1,Rural,1998,269364.2752014998
23270,1081,4,2,Suburb,2002,71077.87610896243
23271,2458,3,1,Rural,1975,254037.3968078364
23272,2621,4,2,Rural,2019,306009.0993341864
23273,1395,5,1,Rural,1970,133861.18290697754
23274,1069,2,3,Suburb,2009,80385.01438309895
23275,2603,5,2,Rural,1957,248625.02194432236
23276,2541,4,2,Urban,1991,285583.0938699914
23277,1020,5,1,Rural,1952,178458.05438459103
23278,1213,2,1,Urban,1963,159384.81137694992
23279,2516,2,3,Rural,1992,285740.4129438932
23280,2973,5,1,Urban,2003,349657.79415547766
23281,1587,5,2,Suburb,2017,145067.1763430653
23282,1861,4,3,Suburb,2008,259434.5720991357
23283,1496,2,2,Suburb,2002,126123.38857295435
23284,1555,4,3,Urban,2001,237053.84050783227
23285,2633,4,3,Rural,1969,368879.9522542678
23286,2671,2,1,Urban,1995,340621.18627708365
23287,2214,3,1,Urban,2014,313383.6639619748
23288,2410,4,3,Suburb,2008,263864.68472907384
23289,2844,2,2,Urban,1955,285248.218681904
23290,2043,5,3,Suburb,1976,191511.34298829205
23291,1443,4,1,Urban,2009,338563.10109387664
23292,1831,4,2,Urban,1996,159916.09330553177
23293,1120,4,1,Suburb,1996,156408.8476751006
23294,1637,3,1,Urban,1961,145184.25837015413
23295,1471,2,1,Urban,2017,106276.67269154688
23296,2303,2,2,Suburb,1965,271093.30493024393
23297,2098,3,3,Urban,2011,210499.43461636853
23298,1715,3,2,Suburb,1952,151617.53546051634
23299,2780,4,3,Urban,2018,328317.45109694096
23300,2441,3,2,Suburb,2005,284261.5211187477
23301,2901,3,2,Suburb,1981,365920.3114499346
23302,1203,5,2,Suburb,1950,119643.95334394282
23303,1442,3,1,Rural,1966,154295.70094069926
23304,1900,2,1,Urban,1996,262084.7044377955
23305,2853,3,1,Rural,2016,319241.01890039264
23306,1033,3,3,Suburb,1985,121785.61754931342
23307,1476,2,3,Rural,2015,252894.48529983163
23308,2865,2,1,Urban,1991,398540.0310179299
23309,1493,3,1,Rural,1954,64574.64720617542
23310,2341,5,3,Urban,2020,283869.9158892276
23311,2759,3,1,Rural,1992,350460.2928398394
23312,2506,2,1,Urban,1961,300902.08936409
23313,1647,4,1,Rural,2004,206442.62282487573
23314,1648,3,3,Suburb,1975,75454.90347129408
23315,1844,5,1,Rural,1954,327845.05687280884
23316,1025,4,3,Urban,1970,108572.6509462938
23317,1515,5,2,Suburb,1982,220095.63003312383
23318,1876,5,2,Rural,2016,280483.1445304256
23319,2895,3,3,Suburb,2006,269918.59521108924
23320,2563,5,3,Rural,1995,275324.4278305597
23321,2138,5,1,Suburb,1992,326732.83603567304
23322,2825,2,2,Suburb,2012,342653.5288316291
23323,2495,5,1,Rural,1974,177909.906511219
23324,1812,5,2,Rural,1951,255188.2609974675
23325,1530,3,1,Rural,2002,114226.5719774048
23326,1512,5,1,Urban,1983,144892.0854147555
23327,1855,3,2,Rural,1953,235540.92549098656
23328,2535,3,3,Rural,2009,309421.3388903807
23329,1007,4,1,Rural,1976,103708.5852668215
23330,1897,2,2,Urban,2015,234122.80771143408
23331,2758,2,3,Urban,1961,287341.68964171835
23332,2264,5,1,Rural,1994,274960.54979734623
23333,1147,3,1,Urban,2005,85873.20511644919
23334,2331,5,2,Suburb,2021,267079.2107527954
23335,1560,4,2,Suburb,2017,182338.9145720217
23336,1725,3,3,Rural,1963,206785.9408313717
23337,1327,4,3,Rural,1959,160023.85058237595
23338,2316,3,2,Rural,2012,220797.74148540568
23339,2088,4,2,Rural,1959,232522.70829628248
23340,1762,3,2,Rural,2001,227431.57712604385
23341,2312,5,2,Urban,2009,377322.9017760101
23342,1758,4,1,Rural,2000,170390.32798286068
23343,1804,4,3,Rural,1993,246069.7117481939
23344,1958,4,3,Suburb,1998,239780.5002286301
23345,2299,4,2,Urban,2010,250752.0956473339
23346,2484,4,3,Rural,1978,290211.57735752687
23347,1472,2,3,Urban,2014,118734.47862303728
23348,2544,2,1,Suburb,1982,277213.13448605617
23349,2135,4,3,Suburb,2004,317844.233661077
23350,1551,4,2,Suburb,1959,251179.31826361845
23351,1626,5,3,Rural,1995,148423.1052627834
23352,1038,3,1,Urban,2001,132657.87745559923
23353,2526,2,2,Suburb,1971,230618.43460214476
23354,1610,5,2,Rural,1963,139878.4634440359
23355,1061,5,3,Rural,1983,113186.484928486
23356,2420,2,3,Suburb,1986,212637.6435509121
23357,2326,4,3,Rural,2004,141390.5479169713
23358,1415,5,3,Urban,1980,137128.68774571948
23359,1128,3,1,Suburb,2008,235553.93206733023
23360,1118,5,2,Urban,1970,91743.53583788408
23361,2311,2,2,Suburb,1971,240336.7127454164
23362,1359,4,3,Rural,1981,194201.14918315224
23363,2404,4,3,Rural,1978,338262.9799789712
23364,2608,2,1,Suburb,1967,272931.86659564177
23365,1968,4,1,Urban,1961,178079.24315886674
